i,j,text_a,text_b,type_a,type_b,created_a,created_b,similarity,action
322,432,Renew driving license this month,Renew driving license this month,task,task,2026-07-01,2026-07-05,1.0,DUPLICATE
322,436,Renew driving license this month,Renew driving license this month,task,task,2026-07-01,2026-04-12,1.0,DUPLICATE
323,340,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-04-18,2026-03-24,1.0,DUPLICATE
323,345,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-04-18,2026-02-01,1.0,DUPLICATE
323,384,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-04-18,2026-05-03,1.0,DUPLICATE
323,414,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-04-18,2026-07-09,1.0,DUPLICATE
323,480,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-04-18,2026-05-18,1.0,DUPLICATE
323,493,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-04-18,2026-02-15,1.0,DUPLICATE
323,496,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-04-18,2026-04-12,1.0,DUPLICATE
324,374,User prefers email over calls,User prefers email over calls,preference,preference,2026-02-03,2026-07-20,1.0,DUPLICATE
325,460,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-15,2026-04-09,1.0,DUPLICATE
325,467,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-15,2026-05-22,1.0,DUPLICATE
325,475,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-15,2026-01-30,1.0,DUPLICATE
326,373,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-07-04,2026-07-18,0.722,RELATED
326,492,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-07-04,2026-02-13,0.722,RELATED
326,498,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-07-04,2026-05-13,0.722,RELATED
326,512,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-07-04,2026-05-13,0.722,RELATED
326,513,User is saving up to buy a house,User bought a house,goal,fact,2026-07-04,2026-06-08,0.748,EVOLVING
326,518,User is saving up to buy a house,User is saving up to buy a house,goal,goal,2026-07-04,2026-04-12,1.0,DUPLICATE
326,519,User is saving up to buy a house,User bought a house,goal,fact,2026-07-04,2026-05-28,0.748,EVOLVING
327,332,User had a job interview last week,User had a job interview last week,event,event,2026-05-20,2026-05-06,1.0,DUPLICATE
327,343,User had a job interview last week,User had a job interview last week,event,event,2026-05-20,2026-05-05,1.0,DUPLICATE
327,350,User had a job interview last week,User had a job interview last week,event,event,2026-05-20,2026-03-14,1.0,DUPLICATE
327,433,User had a job interview last week,User had a job interview last week,event,event,2026-05-20,2026-04-18,1.0,DUPLICATE
327,464,User had a job interview last week,User had a job interview last week,event,event,2026-05-20,2026-06-07,1.0,DUPLICATE
327,483,User had a job interview last week,User had a job interview last week,event,event,2026-05-20,2026-06-24,1.0,DUPLICATE
327,494,User had a job interview last week,User is preparing for interviews,event,goal,2026-05-20,2026-06-20,0.625,RELATED
327,495,User had a job interview last week,User had a job interview last week,event,event,2026-05-20,2026-02-09,1.0,DUPLICATE
327,514,User had a job interview last week,User is preparing for interviews,event,goal,2026-05-20,2026-04-21,0.625,RELATED
327,515,User had a job interview last week,User got a new job after interviews,event,fact,2026-05-20,2026-05-24,0.776,RELATED
328,378,User attended a college hackathon,User attended a college hackathon,event,event,2026-07-20,2026-07-04,1.0,DUPLICATE
328,390,User attended a college hackathon,User attended a college hackathon,event,event,2026-07-20,2026-04-06,1.0,DUPLICATE
328,397,User attended a college hackathon,User attended a college hackathon,event,event,2026-07-20,2026-02-23,1.0,DUPLICATE
328,410,User attended a college hackathon,User attended a college hackathon,event,event,2026-07-20,2026-07-09,1.0,DUPLICATE
328,457,User attended a college hackathon,User attended a college hackathon,event,event,2026-07-20,2026-02-03,1.0,DUPLICATE
329,341,Submit assignment by Monday,Submit assignment by Monday,task,task,2026-05-13,2026-04-27,1.0,DUPLICATE
329,426,Submit assignment by Monday,Submit assignment by Monday,task,task,2026-05-13,2026-03-13,1.0,DUPLICATE
330,419,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-21,2026-02-16,1.0,DUPLICATE
330,462,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-21,2026-02-09,1.0,DUPLICATE
331,358,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-07-03,2026-06-29,1.0,DUPLICATE
331,420,User wants to learn Spanish,User is learning Spanish,goal,goal,2026-07-03,2026-06-06,0.919,NEAR_DUPLICATE
331,439,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-07-03,2026-03-30,1.0,DUPLICATE
331,458,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-07-03,2026-05-08,1.0,DUPLICATE
331,510,User wants to learn Spanish,User is learning Spanish,goal,goal,2026-07-03,2026-05-09,0.919,NEAR_DUPLICATE
331,511,User wants to learn Spanish,User is now fluent in Spanish,goal,fact,2026-07-03,2026-06-18,0.74,EVOLVING
332,343,User had a job interview last week,User had a job interview last week,event,event,2026-05-06,2026-05-05,1.0,DUPLICATE
332,350,User had a job interview last week,User had a job interview last week,event,event,2026-05-06,2026-03-14,1.0,DUPLICATE
332,433,User had a job interview last week,User had a job interview last week,event,event,2026-05-06,2026-04-18,1.0,DUPLICATE
332,464,User had a job interview last week,User had a job interview last week,event,event,2026-05-06,2026-06-07,1.0,DUPLICATE
332,483,User had a job interview last week,User had a job interview last week,event,event,2026-05-06,2026-06-24,1.0,DUPLICATE
332,494,User had a job interview last week,User is preparing for interviews,event,goal,2026-05-06,2026-06-20,0.625,RELATED
332,495,User had a job interview last week,User had a job interview last week,event,event,2026-05-06,2026-02-09,1.0,DUPLICATE
332,514,User had a job interview last week,User is preparing for interviews,event,goal,2026-05-06,2026-04-21,0.625,RELATED
332,515,User had a job interview last week,User got a new job after interviews,event,fact,2026-05-06,2026-05-24,0.776,RELATED
333,403,Send the report to manager by end of day,Send the report to manager by end of day,task,task,2026-06-11,2026-07-07,1.0,DUPLICATE
333,485,Send the report to manager by end of day,Send the report to manager by end of day,task,task,2026-06-11,2026-02-16,1.0,DUPLICATE
334,335,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-07-10,2026-04-20,1.0,DUPLICATE
334,349,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-07-10,2026-04-11,1.0,DUPLICATE
334,379,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-07-10,2026-06-25,1.0,DUPLICATE
334,418,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-07-10,2026-03-11,1.0,DUPLICATE
334,421,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-07-10,2026-05-18,1.0,DUPLICATE
334,459,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-07-10,2026-07-09,1.0,DUPLICATE
335,349,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-20,2026-04-11,1.0,DUPLICATE
335,379,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-20,2026-06-25,1.0,DUPLICATE
335,418,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-20,2026-03-11,1.0,DUPLICATE
335,421,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-20,2026-05-18,1.0,DUPLICATE
335,459,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-20,2026-07-09,1.0,DUPLICATE
336,357,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-20,2026-03-29,1.0,DUPLICATE
336,396,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-20,2026-06-23,1.0,DUPLICATE
336,481,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-20,2026-05-21,1.0,DUPLICATE
337,351,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-15,2026-02-15,1.0,DUPLICATE
337,365,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-15,2026-07-07,1.0,DUPLICATE
337,372,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-15,2026-06-30,1.0,DUPLICATE
337,377,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-15,2026-06-15,1.0,DUPLICATE
337,398,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-15,2026-06-10,1.0,DUPLICATE
337,468,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-04-15,2026-01-31,0.831,RELATED
337,471,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-15,2026-03-18,1.0,DUPLICATE
337,476,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-15,2026-07-03,1.0,DUPLICATE
338,408,User visited the doctor last month,User visited the doctor last month,event,event,2026-05-06,2026-05-23,1.0,DUPLICATE
338,450,User visited the doctor last month,User visited the doctor last month,event,event,2026-05-06,2026-04-28,1.0,DUPLICATE
338,463,User visited the doctor last month,User visited the doctor last month,event,event,2026-05-06,2026-03-25,1.0,DUPLICATE
338,497,User visited the doctor last month,User visited the doctor last month,event,event,2026-05-06,2026-06-10,1.0,DUPLICATE
339,344,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-03-04,2026-05-13,1.0,DUPLICATE
339,354,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-03-04,2026-04-05,1.0,DUPLICATE
339,355,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-03-04,2026-05-01,1.0,DUPLICATE
339,361,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-03-04,2026-04-04,1.0,DUPLICATE
339,376,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-03-04,2026-06-06,1.0,DUPLICATE
339,411,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-03-04,2026-04-25,1.0,DUPLICATE
339,452,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-03-04,2026-02-15,1.0,DUPLICATE
340,345,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-03-24,2026-02-01,1.0,DUPLICATE
340,384,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-03-24,2026-05-03,1.0,DUPLICATE
340,414,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-03-24,2026-07-09,1.0,DUPLICATE
340,480,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-03-24,2026-05-18,1.0,DUPLICATE
340,493,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-03-24,2026-02-15,1.0,DUPLICATE
340,496,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-03-24,2026-04-12,1.0,DUPLICATE
341,426,Submit assignment by Monday,Submit assignment by Monday,task,task,2026-04-27,2026-03-13,1.0,DUPLICATE
342,394,User prefers working late at night,User prefers working late at night,preference,preference,2026-07-01,2026-04-30,1.0,DUPLICATE
342,399,User prefers working late at night,User prefers working late at night,preference,preference,2026-07-01,2026-04-21,1.0,DUPLICATE
342,401,User prefers working late at night,User prefers working late at night,preference,preference,2026-07-01,2026-07-10,1.0,DUPLICATE
342,486,User prefers working late at night,User prefers working late at night,preference,preference,2026-07-01,2026-02-28,1.0,DUPLICATE
342,491,User prefers working late at night,User prefers working late at night,preference,preference,2026-07-01,2026-05-12,1.0,DUPLICATE
343,350,User had a job interview last week,User had a job interview last week,event,event,2026-05-05,2026-03-14,1.0,DUPLICATE
343,433,User had a job interview last week,User had a job interview last week,event,event,2026-05-05,2026-04-18,1.0,DUPLICATE
343,464,User had a job interview last week,User had a job interview last week,event,event,2026-05-05,2026-06-07,1.0,DUPLICATE
343,483,User had a job interview last week,User had a job interview last week,event,event,2026-05-05,2026-06-24,1.0,DUPLICATE
343,494,User had a job interview last week,User is preparing for interviews,event,goal,2026-05-05,2026-06-20,0.625,RELATED
343,495,User had a job interview last week,User had a job interview last week,event,event,2026-05-05,2026-02-09,1.0,DUPLICATE
343,514,User had a job interview last week,User is preparing for interviews,event,goal,2026-05-05,2026-04-21,0.625,RELATED
343,515,User had a job interview last week,User got a new job after interviews,event,fact,2026-05-05,2026-05-24,0.776,RELATED
344,354,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-05-13,2026-04-05,1.0,DUPLICATE
344,355,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-05-13,2026-05-01,1.0,DUPLICATE
344,361,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-05-13,2026-04-04,1.0,DUPLICATE
344,376,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-05-13,2026-06-06,1.0,DUPLICATE
344,411,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-05-13,2026-04-25,1.0,DUPLICATE
344,452,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-05-13,2026-02-15,1.0,DUPLICATE
345,384,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-02-01,2026-05-03,1.0,DUPLICATE
345,414,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-02-01,2026-07-09,1.0,DUPLICATE
345,480,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-02-01,2026-05-18,1.0,DUPLICATE
345,493,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-02-01,2026-02-15,1.0,DUPLICATE
345,496,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-02-01,2026-04-12,1.0,DUPLICATE
346,416,User plans to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-04-26,2026-07-06,0.935,NEAR_DUPLICATE
346,424,User plans to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-04-26,2026-04-19,0.935,NEAR_DUPLICATE
346,478,User plans to run a marathon next year,User plans to run a marathon next year,goal,goal,2026-04-26,2026-06-22,1.0,DUPLICATE
346,516,User plans to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-04-26,2026-05-30,0.935,NEAR_DUPLICATE
346,517,User plans to run a marathon next year,User completed a marathon,goal,fact,2026-04-26,2026-06-20,0.684,EVOLVING
347,448,User watched a movie yesterday,User watched a movie yesterday,event,event,2026-04-01,2026-05-03,1.0,DUPLICATE
348,382,User's hometown is Pune,User's hometown is Pune,fact,fact,2026-04-15,2026-07-05,1.0,DUPLICATE
348,447,User's hometown is Pune,User's hometown is Pune,fact,fact,2026-04-15,2026-03-16,1.0,DUPLICATE
349,379,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-11,2026-06-25,1.0,DUPLICATE
349,418,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-11,2026-03-11,1.0,DUPLICATE
349,421,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-11,2026-05-18,1.0,DUPLICATE
349,459,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-11,2026-07-09,1.0,DUPLICATE
350,433,User had a job interview last week,User had a job interview last week,event,event,2026-03-14,2026-04-18,1.0,DUPLICATE
350,464,User had a job interview last week,User had a job interview last week,event,event,2026-03-14,2026-06-07,1.0,DUPLICATE
350,483,User had a job interview last week,User had a job interview last week,event,event,2026-03-14,2026-06-24,1.0,DUPLICATE
350,494,User had a job interview last week,User is preparing for interviews,event,goal,2026-03-14,2026-06-20,0.625,RELATED
350,495,User had a job interview last week,User had a job interview last week,event,event,2026-03-14,2026-02-09,1.0,DUPLICATE
350,514,User had a job interview last week,User is preparing for interviews,event,goal,2026-03-14,2026-04-21,0.625,RELATED
350,515,User had a job interview last week,User got a new job after interviews,event,fact,2026-03-14,2026-05-24,0.776,RELATED
351,365,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-02-15,2026-07-07,1.0,DUPLICATE
351,372,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-02-15,2026-06-30,1.0,DUPLICATE
351,377,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-02-15,2026-06-15,1.0,DUPLICATE
351,398,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-02-15,2026-06-10,1.0,DUPLICATE
351,468,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-02-15,2026-01-31,0.831,RELATED
351,471,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-02-15,2026-03-18,1.0,DUPLICATE
351,476,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-02-15,2026-07-03,1.0,DUPLICATE
352,393,User likes detailed explanations,User likes detailed explanations,preference,preference,2026-02-22,2026-02-05,1.0,DUPLICATE
352,435,User likes detailed explanations,User likes detailed explanations,preference,preference,2026-02-22,2026-05-14,1.0,DUPLICATE
352,473,User likes detailed explanations,User likes detailed explanations,preference,preference,2026-02-22,2026-06-21,1.0,DUPLICATE
353,385,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-07-03,2026-07-03,1.0,DUPLICATE
354,355,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-04-05,2026-05-01,1.0,DUPLICATE
354,361,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-04-05,2026-04-04,1.0,DUPLICATE
354,376,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-04-05,2026-06-06,1.0,DUPLICATE
354,411,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-04-05,2026-04-25,1.0,DUPLICATE
354,452,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-04-05,2026-02-15,1.0,DUPLICATE
355,361,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-05-01,2026-04-04,1.0,DUPLICATE
355,376,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-05-01,2026-06-06,1.0,DUPLICATE
355,411,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-05-01,2026-04-25,1.0,DUPLICATE
355,452,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-05-01,2026-02-15,1.0,DUPLICATE
356,427,User lives in Solapur,User lives in Solapur,fact,fact,2026-06-22,2026-06-18,1.0,DUPLICATE
356,474,User lives in Solapur,User lives in Solapur,fact,fact,2026-06-22,2026-04-20,1.0,DUPLICATE
357,396,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-29,2026-06-23,1.0,DUPLICATE
357,481,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-29,2026-05-21,1.0,DUPLICATE
358,420,User wants to learn Spanish,User is learning Spanish,goal,goal,2026-06-29,2026-06-06,0.919,NEAR_DUPLICATE
358,439,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-06-29,2026-03-30,1.0,DUPLICATE
358,458,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-06-29,2026-05-08,1.0,DUPLICATE
358,510,User wants to learn Spanish,User is learning Spanish,goal,goal,2026-06-29,2026-05-09,0.919,NEAR_DUPLICATE
358,511,User wants to learn Spanish,User is now fluent in Spanish,goal,fact,2026-06-29,2026-06-18,0.74,EVOLVING
359,371,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-06-14,2026-05-16,1.0,DUPLICATE
359,504,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-06-14,2026-06-25,1.0,DUPLICATE
359,505,User dislikes spicy food,User loves spicy food,preference,preference,2026-06-14,2026-07-11,0.872,CONFLICT
360,369,User likes minimalist design,User likes minimalist design,preference,preference,2026-02-17,2026-03-07,1.0,DUPLICATE
361,376,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-04-04,2026-06-06,1.0,DUPLICATE
361,411,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-04-04,2026-04-25,1.0,DUPLICATE
361,452,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-04-04,2026-02-15,1.0,DUPLICATE
362,417,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-07-12,2026-02-19,1.0,DUPLICATE
362,490,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-07-12,2026-02-14,1.0,DUPLICATE
362,499,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-07-12,2026-03-07,1.0,DUPLICATE
364,392,User is allergic to peanuts,User is allergic to peanuts,fact,fact,2026-04-29,2026-04-25,1.0,DUPLICATE
364,400,User is allergic to peanuts,User is allergic to peanuts,fact,fact,2026-04-29,2026-05-08,1.0,DUPLICATE
364,461,User is allergic to peanuts,User is allergic to peanuts,fact,fact,2026-04-29,2026-06-06,1.0,DUPLICATE
365,372,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-07,2026-06-30,1.0,DUPLICATE
365,377,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-07,2026-06-15,1.0,DUPLICATE
365,398,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-07,2026-06-10,1.0,DUPLICATE
365,468,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-07-07,2026-01-31,0.831,RELATED
365,471,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-07,2026-03-18,1.0,DUPLICATE
365,476,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-07,2026-07-03,1.0,DUPLICATE
366,368,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-01,2026-04-04,1.0,DUPLICATE
366,446,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-01,2026-07-13,1.0,DUPLICATE
366,453,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-01,2026-05-08,1.0,DUPLICATE
366,500,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-01,2026-05-13,1.0,DUPLICATE
366,501,User prefers tea over coffee,User prefers coffee over tea,preference,preference,2026-02-01,2026-05-23,0.996,DUPLICATE
367,391,Renew driving license this month,Renew driving license this month,task,task,2026-03-26,2026-03-28,1.0,DUPLICATE
367,413,Renew driving license this month,Renew driving license this month,task,task,2026-03-26,2026-06-13,1.0,DUPLICATE
367,432,Renew driving license this month,Renew driving license this month,task,task,2026-03-26,2026-07-05,1.0,DUPLICATE
367,436,Renew driving license this month,Renew driving license this month,task,task,2026-03-26,2026-04-12,1.0,DUPLICATE
368,446,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-04-04,2026-07-13,1.0,DUPLICATE
368,453,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-04-04,2026-05-08,1.0,DUPLICATE
368,500,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-04-04,2026-05-13,1.0,DUPLICATE
368,501,User prefers tea over coffee,User prefers coffee over tea,preference,preference,2026-04-04,2026-05-23,0.996,DUPLICATE
370,380,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-06-16,2026-06-22,1.0,DUPLICATE
370,386,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-06-16,2026-07-28,1.0,DUPLICATE
370,449,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-06-16,2026-02-12,1.0,DUPLICATE
370,456,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-06-16,2026-04-23,1.0,DUPLICATE
370,482,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-06-16,2026-03-18,1.0,DUPLICATE
371,504,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-05-16,2026-06-25,1.0,DUPLICATE
371,505,User dislikes spicy food,User loves spicy food,preference,preference,2026-05-16,2026-07-11,0.872,CONFLICT
372,377,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-06-30,2026-06-15,1.0,DUPLICATE
372,398,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-06-30,2026-06-10,1.0,DUPLICATE
372,468,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-06-30,2026-01-31,0.831,RELATED
372,471,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-06-30,2026-03-18,1.0,DUPLICATE
372,476,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-06-30,2026-07-03,1.0,DUPLICATE
373,492,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-07-18,2026-02-13,1.0,DUPLICATE
373,498,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-07-18,2026-05-13,1.0,DUPLICATE
373,512,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-07-18,2026-05-13,1.0,DUPLICATE
373,513,User wants to buy a house within five years,User bought a house,goal,fact,2026-07-18,2026-06-08,0.706,EVOLVING
373,518,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-07-18,2026-04-12,0.722,RELATED
373,519,User wants to buy a house within five years,User bought a house,goal,fact,2026-07-18,2026-05-28,0.706,EVOLVING
375,383,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-05-29,2026-03-14,1.0,DUPLICATE
375,402,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-05-29,2026-04-18,1.0,DUPLICATE
375,409,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-05-29,2026-07-21,1.0,DUPLICATE
375,441,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-05-29,2026-06-02,1.0,DUPLICATE
376,411,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-06-06,2026-04-25,1.0,DUPLICATE
376,452,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-06-06,2026-02-15,1.0,DUPLICATE
377,398,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-06-15,2026-06-10,1.0,DUPLICATE
377,468,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-06-15,2026-01-31,0.831,RELATED
377,471,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-06-15,2026-03-18,1.0,DUPLICATE
377,476,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-06-15,2026-07-03,1.0,DUPLICATE
378,390,User attended a college hackathon,User attended a college hackathon,event,event,2026-07-04,2026-04-06,1.0,DUPLICATE
378,397,User attended a college hackathon,User attended a college hackathon,event,event,2026-07-04,2026-02-23,1.0,DUPLICATE
378,410,User attended a college hackathon,User attended a college hackathon,event,event,2026-07-04,2026-07-09,1.0,DUPLICATE
378,457,User attended a college hackathon,User attended a college hackathon,event,event,2026-07-04,2026-02-03,1.0,DUPLICATE
379,418,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-06-25,2026-03-11,1.0,DUPLICATE
379,421,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-06-25,2026-05-18,1.0,DUPLICATE
379,459,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-06-25,2026-07-09,1.0,DUPLICATE
380,386,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-06-22,2026-07-28,1.0,DUPLICATE
380,449,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-06-22,2026-02-12,1.0,DUPLICATE
380,456,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-06-22,2026-04-23,1.0,DUPLICATE
380,482,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-06-22,2026-03-18,1.0,DUPLICATE
381,437,User has two younger siblings,User has two younger siblings,fact,fact,2026-03-19,2026-04-28,1.0,DUPLICATE
382,447,User's hometown is Pune,User's hometown is Pune,fact,fact,2026-07-05,2026-03-16,1.0,DUPLICATE
383,402,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-03-14,2026-04-18,1.0,DUPLICATE
383,409,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-03-14,2026-07-21,1.0,DUPLICATE
383,441,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-03-14,2026-06-02,1.0,DUPLICATE
384,414,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-05-03,2026-07-09,1.0,DUPLICATE
384,480,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-05-03,2026-05-18,1.0,DUPLICATE
384,493,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-05-03,2026-02-15,1.0,DUPLICATE
